SampleId,HaulDate,RiverID,Length (mm),Sex,Recap,RecapPreviousYear
2020030,3/19/20,Squamscott River,111,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,161,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,113,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,117,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,186,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,180,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,138,2,FALSE,FALSE
2020030,3/19/20,Squamscott River,108,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,123,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,210,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,170,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,160,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,120,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,119,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,124,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,214,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,187,2,FALSE,FALSE
2020030,3/19/20,Squamscott River,115,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,169,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,124,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,158,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,122,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,127,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,204,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,167,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,124,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,116,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,189,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,189,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,167,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,114,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,156,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,100,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,171,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,175,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,166,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,156,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,122,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,167,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,197,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,202,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,113,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,121,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,165,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,166,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,120,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,116,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,120,1,FALSE,FALSE
2020030,3/19/20,Squamscott River,175,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,105,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,113,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,109,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,115,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,166,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,204,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,199,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,119,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,122,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,101,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,179,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,162,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,166,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,156,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,165,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,154,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,115,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,113,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,183,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,117,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,126,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,109,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,121,1,TRUE,FALSE
2020032,3/24/20,Squamscott River,110,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,114,2,FALSE,FALSE
2020032,3/24/20,Squamscott River,116,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,121,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,111,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,122,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,180,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,113,1,FALSE,FALSE
2020032,3/24/20,Squamscott River,110,1,FALSE,FALSE
2020035,3/25/20,Squamscott River,118,1,FALSE,FALSE
2020035,3/25/20,Squamscott River,114,1,FALSE,FALSE
2020035,3/25/20,Squamscott River,179,1,FALSE,FALSE
2020035,3/25/20,Squamscott River,119,1,FALSE,FALSE
2020035,3/25/20,Squamscott River,158,1,FALSE,FALSE
2020035,3/25/20,Squamscott River,129,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,165,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,121,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,163,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,171,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,174,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,125,2,FALSE,FALSE
2020038,3/26/20,Squamscott River,185,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,121,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,214,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,179,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,135,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,133,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,167,1,TRUE,FALSE
2020038,3/26/20,Squamscott River,121,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,118,2,FALSE,FALSE
2020038,3/26/20,Squamscott River,153,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,125,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,122,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,117,1,FALSE,FALSE
2020038,3/26/20,Squamscott River,113,1,FALSE,FALSE
2020040,3/31/20,Squamscott River,215,1,FALSE,FALSE
2020040,3/31/20,Squamscott River,204,1,FALSE,FALSE
2020040,3/31/20,Squamscott River,170,1,FALSE,FALSE
2020040,3/31/20,Squamscott River,159,2,FALSE,FALSE
2020043,4/1/20,Squamscott River,128,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,121,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,200,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,187,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,205,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,162,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,119,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,108,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,116,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,119,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,164,1,FALSE,FALSE
2020043,4/1/20,Squamscott River,133,2,FALSE,FALSE
2020046,4/2/20,Squamscott River,163,1,FALSE,FALSE
2020046,4/2/20,Squamscott River,116,1,FALSE,FALSE
2020046,4/2/20,Squamscott River,164,1,FALSE,FALSE
2020046,4/2/20,Squamscott River,109,2,FALSE,FALSE
2020052,4/8/20,Squamscott River,131,1,FALSE,FALSE
2020052,4/8/20,Squamscott River,201,1,FALSE,FALSE
2020055,4/9/20,Squamscott River,156,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,188,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,161,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,161,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,197,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,176,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,175,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,166,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,177,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,176,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,178,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,201,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,196,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,178,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,173,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,216,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,173,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,221,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,200,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,167,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,235,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,170,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,170,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,203,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,184,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,175,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,164,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,172,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,166,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,161,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,231,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,175,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,188,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,196,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,175,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,215,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,154,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,176,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,180,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,212,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,180,2,FALSE,FALSE
2021003,3/17/21,Squamscott River,184,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,180,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,166,1,FALSE,FALSE
2021003,3/17/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,196,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,195,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,225,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,191,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,193,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,177,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,161,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,170,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,171,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,164,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,221,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,171,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,190,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,208,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,174,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,276,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,188,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,179,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,177,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,188,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,197,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,231,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,173,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,198,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,165,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,210,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,191,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,167,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,169,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,169,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,194,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,180,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,190,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,195,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,173,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,274,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,164,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,205,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,161,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,191,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,212,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,191,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,180,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,197,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,180,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,208,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,174,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,168,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,170,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,164,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,207,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,220,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,163,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,203,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,204,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,201,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,181,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,202,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,230,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,168,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,203,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,189,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,169,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,173,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,203,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,161,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,166,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,170,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,188,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,169,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,165,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,194,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,173,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,173,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,191,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,164,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,270,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,188,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,177,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,189,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,214,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,174,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,196,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,197,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,195,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,194,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,186,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,196,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,208,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,190,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,167,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,211,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,224,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,223,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,166,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,170,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,172,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,184,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,207,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,180,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,179,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,190,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,191,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,196,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,222,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,169,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,196,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,190,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,181,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,165,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,198,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,197,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,164,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,173,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,195,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,163,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,199,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,175,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,177,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,180,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,172,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,173,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,194,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,196,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,186,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,177,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,169,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,170,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,184,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,180,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,165,1,TRUE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,217,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,161,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,218,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,197,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,190,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,167,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,174,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,181,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,206,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,172,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,186,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,195,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,179,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,173,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,184,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,188,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,171,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,164,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,167,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,200,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,181,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,184,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,172,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,161,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,160,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,177,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,205,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,174,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,190,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,219,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,166,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,190,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,177,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,160,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,184,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,192,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,190,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,170,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,175,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,193,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,201,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,189,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,172,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,184,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,172,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,188,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,186,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,186,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,167,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,172,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,176,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,168,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,207,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,193,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,158,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,168,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,201,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,213,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,177,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,167,2,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,218,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,185,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,187,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,182,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,201,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,184,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,221,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,170,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,210,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,183,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,188,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,178,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,211,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,168,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,177,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,186,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,196,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,184,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,157,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,172,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,214,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,180,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,189,1,FALSE,FALSE
2021006,3/18/21,Squamscott River,171,1,FALSE,FALSE
